Year,State,Top10_adj,Top5_adj,Top1_adj,Top05_adj,Top01_adj,Top001_adj
1990,Illinois,39.89738846,28.59898758,15.04212189,11.30266476,6.005395889,2.400357008
1991,Illinois,39.93108749,28.26919365,14.29955482,10.54556084,5.456610203,2.110247612
1992,Illinois,41.03655624,29.55929375,15.71679878,11.84381104,6.469150066,2.695530176
1993,Illinois,41.44165039,29.68503761,15.48059559,11.51185417,6.202569485,2.556500196
1994,Illinois,42.03164291,30.24846268,15.82617569,11.90108204,6.531438351,2.751778364
1995,Illinois,43.12743759,31.33892441,16.23145866,12.44290638,6.820122242,2.791782379
1996,Illinois,43.45450211,31.81044197,17.32925034,13.46939278,7.641638279,3.280437469
1997,Illinois,44.25853348,33.28332901,18.53297997,15.11071205,8.439220428,3.549190998
1998,Illinois,45.51605225,34.6289444,19.85159492,16.32165909,9.322639465,3.996825457
1999,Illinois,46.45875931,35.41066742,20.23504448,16.36849403,9.325742722,3.865846634
2000,Illinois,47.41947556,36.47216415,21.20832443,16.82193184,10.06250477,4.36855793
2001,Illinois,44.5197258,33.07740402,17.83065224,14.14183331,7.775516033,3.214788198
2002,Illinois,44.32005692,32.51165771,17.44619942,13.54627228,7.704816818,3.345845222
2003,Illinois,45.17920685,33.25939941,17.97319412,14.02018738,8.070558548,3.58401823
2004,Illinois,46.77774048,35.26894379,20.08929825,16.02142334,9.64895916,4.436882496
2005,Illinois,47.52693939,36.95042038,21.67287827,17.50934601,10.73024654,4.948698044
2006,Illinois,48.76856613,38.31666946,22.94748306,18.71289444,11.64368725,5.482698917
2007,Illinois,50.63542938,40.16402054,24.6860733,20.41056252,13.15729237,6.60253334
2008,Illinois,48.6785965,37.76992035,22.0028038,17.86192703,11.22230339,5.579993248
2009,Illinois,46.33808899,34.59780884,18.40563583,14.38498402,8.443965912,3.972276926
2010,Illinois,48.2855072,36.61826706,20.44235992,15.89888382,9.521504402,4.476765156
2011,Illinois,48.11194611,36.31486511,19.81990051,15.3068428,8.909985542,3.938485146
2012,Illinois,50.77071381,39.48100281,23.14178848,18.39925385,11.33671951,5.403638363
2013,Illinois,48.30059052,36.76972961,20.17593002,15.65632439,9.289600372,4.318881035
1917,Indiana,31.63043594,22.53862953,11.74697495,8.796701431,4.559864998,1.418489695
1918,Indiana,33.11158371,24.32722473,10.53300762,7.548055649,3.550584316,1.031989813
1919,Indiana,33.64505386,23.98708725,10.96625805,7.977209091,3.687446833,1.048509121
1920,Indiana,31.90576363,21.28573227,9.937562943,7.229350567,3.26924777,0.839449465
1921,Indiana,36.67432404,25.19480705,11.17294788,8.058856964,3.614801407,0.942236423
1922,Indiana,36.61124039,25.42348671,11.7075367,8.546704292,3.942491293,1.084351659
1923,Indiana,34.277668,23.12883377,10.65660095,7.870173454,3.631613255,1.054096222
1924,Indiana,37.23002243,26.5912075,12.60121536,9.299473763,4.303259373,1.220325589
1925,Indiana,38.07529831,29.39535713,15.57989025,11.99748611,6.244441986,2.395745754
1926,Indiana,38.70947266,29.18914032,16.37083054,12.71390724,7.114377022,3.326180458
1927,Indiana,37.94981384,29.56963921,16.3646431,12.5958271,6.758726597,2.76716733
1928,Indiana,39.50748825,31.3094902,17.53316307,13.60608196,7.438619614,3.009078026
1929,Indiana,34.92072678,26.24362946,14.6224823,11.21410751,6.058344841,2.578798532
1930,Indiana,35.7507515,26.27975464,13.92377186,10.38796043,5.187740326,1.930768728
1931,Indiana,36.15975571,24.89451408,12.8921299,9.214567184,4.32158041,1.446114779
1932,Indiana,38.25638199,27.96129036,13.15873241,9.284087181,4.341707706,1.461141706
1933,Indiana,37.19021988,27.58059883,13.54263401,9.719088554,4.764819622,1.75412631
1934,Indiana,36.8231926,27.66693687,13.69190025,10.10115242,5.015323162,1.908491969
1935,Indiana,35.79447556,26.80805206,13.38601494,9.928185463,4.874507427,1.755989671
1936,Indiana,37.80950928,29.08856773,15.51190853,11.76130104,5.764945507,1.892651677
1937,Indiana,36.91207886,27.24298096,13.63657856,10.22980309,4.864970684,1.52511096
1938,Indiana,38.00411606,28.0412941,13.54007149,9.989423752,4.697772503,1.503301024
1939,Indiana,41.06040573,29.70026398,13.95994473,10.30924892,4.915647984,1.582133651
1940,Indiana,43.67517471,29.81614304,14.30540276,10.60967064,4.951982498,1.493917465
1941,Indiana,37.90061569,26.09585571,12.91031265,9.600803375,4.517504692,1.406599641
1942,Indiana,33.54131317,22.90047264,11.10848045,8.251993179,3.921304703,1.230879903
1943,Indiana,30.7257309,21.02702141,9.92743206,7.332719326,3.396221638,0.968002141
1944,Indiana,29.67418861,19.88660431,9.132698059,6.674367428,3.000217915,0.942153931
1945,Indiana,31.43810272,21.66856384,10.16545391,7.440280437,3.330816269,1.052363634
1946,Indiana,34.1508255,24.09155273,11.12977219,8.017715454,3.554532528,1.147534013
1947,Indiana,31.56672859,21.75906372,10.00503254,7.162156582,3.151072979,0.998282015
1948,Indiana,31.07263184,20.09319496,9.571204185,6.919356346,3.004294872,0.824859142
1949,Indiana,32.54413986,20.86852837,9.701317787,6.887813568,2.932055473,0.790622115
1950,Indiana,30.97189713,20.02261925,10.08305454,7.348078251,3.271226406,0.820327044
1951,Indiana,28.21989822,18.71979332,9.310682297,6.701730728,2.921850443,0.911729217
1952,Indiana,27.55742836,18.20658684,8.533514977,5.992492676,2.508099794,0.70626694
1953,Indiana,25.90997314,17.25118256,8.024981499,5.552259445,2.207030296,0.578900933
1954,Indiana,27.65829277,18.56472969,8.829751968,6.096745491,2.616566658,0.697861969
1955,Indiana,27.88199234,19.25729179,8.796328545,6.189984322,2.696362495,0.774567664
1956,Indiana,27.66730309,19.5375843,8.953526497,6.705218315,2.910076857,0.832992613
1957,Indiana,30.96343231,20.49132347,8.727556229,6.380755901,2.542553902,0.709810317
1958,Indiana,31.26083374,20.6842823,8.514306068,6.287913322,2.668715715,0.776581109
1959,Indiana,31.35698318,20.8331356,8.702788353,6.390422821,2.737466335,0.792415559
1960,Indiana,31.17115402,20.33856201,8.511059761,6.14397049,2.651853323,0.810066581
1961,Indiana,31.53491783,20.71311569,8.799515724,6.301414013,2.709409237,0.843279362
1962,Indiana,31.31816864,20.55597687,8.37798214,6.031904697,2.61477828,0.860524416
1963,Indiana,31.39490128,20.49597359,8.410346031,5.868061066,2.456347942,0.739886463
1964,Indiana,32.10787201,20.80514336,9.452858925,6.218999863,2.789447069,1.153547287
1965,Indiana,31.79865074,20.90159607,9.320530891,6.106697559,2.602176189,0.885213196
1966,Indiana,30.76510048,20.46870613,8.712133408,5.779382229,2.363464117,0.809803903
1967,Indiana,31.5691967,21.45029831,9.229542732,6.153386116,2.667089701,1.078151822
1968,Indiana,31.71270752,21.57197952,9.860776901,6.663885117,2.94885087,1.180079579
1969,Indiana,31.42907524,20.6325264,9.125337601,6.211729527,2.788491964,1.16095078
1970,Indiana,31.35323524,19.89380646,8.43625927,5.613511086,2.285606861,0.858540177
1971,Indiana,31.8915329,21.0245285,8.557385445,6.044423103,2.473502159,0.900553405
1972,Indiana,32.17575836,21.20324898,8.846837997,6.394716263,2.857401848,1.021726251
1973,Indiana,30.77899933,19.97745323,7.998569965,5.740420818,2.394697189,0.673510849
1974,Indiana,31.49400711,20.44283676,8.312143326,5.87709856,2.417070389,0.673966825
1975,Indiana,32.34207916,20.86048889,8.419074059,5.783391953,2.319507122,0.692180097
1976,Indiana,31.64744377,20.5315876,8.406335831,5.513324738,2.157739878,0.60985136
1977,Indiana,31.97603035,20.71820259,8.378977776,5.545153141,2.195384502,0.573067546
1978,Indiana,32.2118187,20.71860504,8.336336136,5.510209084,2.143400669,0.565631986
1979,Indiana,32.54349899,20.9303894,8.774801254,5.882214069,2.514409065,0.796626687
1980,Indiana,33.40095139,21.00084877,8.4414711,5.760488987,2.510950804,0.806798518
1981,Indiana,32.78437424,20.35967064,8.173974991,5.924882889,2.608633518,0.848555088
1982,Indiana,31.71928406,19.80562019,9.16408062,6.593789577,3.261410236,1.245950937
1983,Indiana,33.73480606,21.40105247,10.18236065,7.415314674,3.743904352,1.403624654
1984,Indiana,35.09331894,23.34576607,10.340868,7.543194771,3.850070477,1.491685748
1985,Indiana,35.33691788,24.08177376,10.72605419,7.85494709,3.984928608,1.483023286
1986,Indiana,37.76171494,27.04578018,13.48324299,10.33213329,5.592930794,2.256618023
1987,Indiana,34.82949829,23.45236778,10.11102772,7.222537041,3.383958101,1.139921665
1988,Indiana,37.37348557,25.67675018,12.14634132,9.033971786,4.542737484,1.630035162
1989,Indiana,36.34171677,23.77523804,11.22296715,8.219698906,4.220934391,1.55495441
1990,Indiana,36.48445511,24.3696022,11.43645,8.560921669,4.326687813,1.590659499
1991,Indiana,36.9854393,24.81555748,11.12794113,8.202242851,4.040290356,1.439648151
1992,Indiana,37.7003746,26.26795197,12.16813564,9.33706665,4.845073223,1.87604022
1993,Indiana,37.83885574,26.29402161,12.15024757,9.352683067,4.898517132,1.938850641
1994,Indiana,38.18616104,26.46926117,12.36459637,9.594212532,5.120260715,2.072663307
1995,Indiana,38.48873138,26.68666077,12.42016888,9.625740051,4.993454456,1.889263511
1996,Indiana,38.73113251,27.07136536,13.16054153,10.16037273,5.403841972,2.115066528
1997,Indiana,39.48693848,28.03453064,14.78410816,10.59167385,5.514442921,2.230462551
1998,Indiana,40.45869827,29.50487518,15.8659544,11.70392513,6.635322094,2.758187771
1999,Indiana,39.73368454,28.75180435,15.10511303,10.95123196,6.16206789,2.417826653
2000,Indiana,38.70571899,27.89537621,14.43924141,10.28685856,5.818387508,2.235235214
2001,Indiana,37.95416641,26.81112289,13.4227066,9.28795433,4.933709145,1.995449305
2002,Indiana,38.72374344,27.64273834,13.05099392,9.837743759,5.223502159,2.055710793
2003,Indiana,38.69778824,27.64861679,13.47205448,10.29150677,5.643358707,2.337920666
2004,Indiana,39.14515686,28.12198639,14.31563854,11.06621933,6.198998928,2.569887161
2005,Indiana,40.03656006,29.1061039,15.52481079,12.18151569,6.975946426,2.919901133
2006,Indiana,41.52487946,29.7486496,16.3214798,12.88210011,7.43043375,3.139186382
2007,Indiana,42.26459122,29.72381783,16.56783485,13.11836624,7.648296356,3.324246407
2008,Indiana,41.39432907,28.19112206,14.45767117,11.09288311,6.113657475,2.52029562
2009,Indiana,41.79766846,28.40441513,13.66133595,10.27311039,5.513753414,2.281912088
2010,Indiana,42.5286026,28.94347,14.10284233,10.14535618,5.570617676,2.246387482
2011,Indiana,43.31771851,29.15110588,14.16466808,10.37139893,5.663706303,2.262654543
2012,Indiana,43.69569016,30.12510872,15.40668488,12.13900948,6.647083759,2.686616898
2013,Indiana,42.2495842,28.75789452,13.95073414,10.66854763,5.597791195,2.188925505
1917,Iowa,25.76281929,16.51933861,6.500029564,4.506489277,1.979313135,0.52147001
1918,Iowa,25.51768303,16.5824604,6.209721088,4.136675835,1.658899188,0.409772754
1919,Iowa,26.0242939,17.15555954,6.792692661,4.520997047,1.751844645,0.408291459
1920,Iowa,24.78927803,17.17733574,7.318937302,4.814764977,1.684393048,0.348646522
1921,Iowa,31.77815247,21.55067062,9.028697014,6.308449745,2.611661911,0.621789038
1922,Iowa,29.42746925,18.99560165,7.887205124,5.580130577,2.468887806,0.652921677
1923,Iowa,29.2656498,19.48765945,8.162848473,5.821616173,2.608940125,0.75486058
1924,Iowa,33.0290451,23.53738022,10.37924099,7.47685957,3.419270515,0.917329431
1925,Iowa,34.25909805,26.54764748,13.56053066,9.99553299,4.864672184,1.675679922
1926,Iowa,34.7303772,25.94547462,13.07675552,9.533758163,4.469335556,1.389684916
1927,Iowa,34.38404846,26.55833054,13.64671707,10.359519,5.027267456,1.708347082
1928,Iowa,35.98280716,28.24681091,16.40781212,12.72168064,7.362488747,3.902050257
1929,Iowa,31.70542336,23.4618206,12.57506466,9.264695168,4.601866722,1.767883897
1930,Iowa,32.11865616,22.91705894,11.98695755,8.621918678,3.960389137,1.280260086
1931,Iowa,33.22125626,22.30214691,12.32713795,8.709144592,3.873028517,1.203751564
1932,Iowa,35.91455841,25.82053375,11.65371037,7.802253723,3.419643879,0.972663105
1933,Iowa,35.4464035,25.95968056,12.7510252,8.776495934,3.913421869,1.155289769
1934,Iowa,38.52586365,29.27432442,14.36154652,10.10199642,4.356763363,1.142743707
1935,Iowa,30.15698051,21.7116375,10.28044605,7.243571758,3.148545742,0.886764646
1936,Iowa,35.9731636,28.01425552,13.77840424,9.962235451,4.504690647,1.154017329
1937,Iowa,29.0036335,21.43442345,10.12606812,7.278428078,3.266836405,0.883485377
1938,Iowa,31.5755291,23.31974983,10.55104637,7.50633812,3.199170113,0.820501745
1939,Iowa,34.48036957,25.23274422,11.36905575,7.91723156,3.390588284,0.860767245
1940,Iowa,39.12744904,26.73258018,11.67156029,8.202600479,3.527228117,0.913265169
1941,Iowa,39.09014511,26.66292953,11.6870842,8.236624718,3.598211288,1.031718493
1942,Iowa,36.10780716,24.32787323,10.29908466,7.19684267,3.102684975,0.835907459
1943,Iowa,34.6850853,23.7550869,10.22633171,7.167421341,3.132062197,0.865054727
1944,Iowa,33.23573685,22.1912899,9.094802856,6.431008816,2.705432177,0.740485013
1945,Iowa,34.97628021,23.92734146,9.82697773,7.07878828,2.941791773,0.727970719
1946,Iowa,34.33001328,23.81648064,9.948937416,6.921085835,2.833392143,0.714603245
1947,Iowa,39.11509705,25.73489761,10.64827824,7.223685265,2.858786821,0.764036179
1948,Iowa,29.24826241,18.87792778,8.110115051,5.557751656,2.205960512,0.566431582
1949,Iowa,33.07836914,21.4921093,9.38781929,6.598984241,2.610970974,0.638844132
1950,Iowa,31.51307678,20.6817646,9.614233017,6.590079308,2.68456912,0.619088948
1951,Iowa,29.14474678,18.96164131,8.920590401,6.123725891,2.416625977,0.623787582
1952,Iowa,26.71000099,16.67109489,7.507407665,5.266570091,2.066813707,0.519646823
1953,Iowa,28.49860764,18.15472031,8.097848892,5.666166306,2.120448112,0.560803235
1954,Iowa,27.26275635,17.79614449,7.87036705,5.484215736,2.08708334,0.492160976
1955,Iowa,29.28575516,19.33477402,9.163275719,6.213380337,2.503386021,0.669873834
1956,Iowa,27.92774773,18.45073318,8.353321075,6.092754841,2.368118763,0.636922657
1957,Iowa,28.52239609,19.07405853,7.82516098,5.666959763,2.109882832,0.518021226
1958,Iowa,30.5468483,20.39616966,8.184541702,5.810290813,2.205129862,0.531663001
1959,Iowa,31.64751053,21.47465324,8.710597992,6.394674778,2.464589119,0.566069067
1960,Iowa,31.64968491,21.40582466,8.735642433,6.126292229,2.352362156,0.585609436
1961,Iowa,31.64882851,21.21600533,9.061676025,6.315757751,2.562369108,0.614587188
1962,Iowa,30.84078407,20.40523148,8.252339363,5.768267632,2.253949881,0.543944776
1963,Iowa,29.96257591,19.58531761,7.862977505,5.559864521,2.119072914,0.479628146
1964,Iowa,32.35441971,20.88366699,9.144929886,5.630834103,2.308940887,0.722612262
1965,Iowa,32.29201126,20.75958252,8.981897354,5.622499466,2.321198463,0.839486957
1966,Iowa,30.89909172,20.14253616,8.134978294,5.118070126,2.152167797,0.70545882
1967,Iowa,31.25812912,20.96073532,8.49920845,5.243737698,2.129116297,0.624027193
1968,Iowa,31.24909401,21.35216331,9.118083954,5.874201298,2.339281797,0.745651126
1969,Iowa,29.78161049,19.8068924,8.354250908,5.414194584,2.250340939,0.978191495
1970,Iowa,29.95733452,18.77769852,7.611005306,4.783189297,1.723502636,0.493198752
1971,Iowa,30.95525551,19.61101151,8.19174099,5.52040863,2.101420879,0.804753959
1972,Iowa,30.9593544,20.43319511,8.201328278,5.955901146,2.422806978,0.958705246
1973,Iowa,29.93424797,19.80900383,7.697016239,5.179386616,2.106175661,0.600610375
1974,Iowa,30.91076469,20.34934807,7.978939056,5.296738625,2.101980448,0.558460116
1975,Iowa,32.01525879,20.84078026,8.063349724,5.206669331,1.994936943,0.535815299
1976,Iowa,32.17372513,21.16995239,8.014310837,5.193350792,1.97101438,0.458426356
1977,Iowa,31.64837646,20.76766205,8.034036636,5.128283978,1.931440592,0.431827813
1978,Iowa,30.40294266,19.65315819,7.356344223,4.6972332,1.749789357,0.374146819
1979,Iowa,32.56837463,20.92326355,8.331442833,5.499110699,2.26107955,0.687331736
1980,Iowa,33.14036179,21.11307716,8.244951248,5.618591309,2.426456451,0.735726535
1981,Iowa,31.460289,19.71671486,7.875016689,5.67562294,2.478567123,0.754863858
1982,Iowa,30.84652328,19.51653862,9.074662209,6.561863422,3.283150196,1.27505815
1983,Iowa,33.55353546,21.5572052,10.40369415,7.633626461,3.921938181,1.507522702
1984,Iowa,33.01587296,21.55805969,9.775028229,7.150417328,3.673381805,1.436518073
1985,Iowa,31.99514961,21.486866,9.747312546,7.147232533,3.636567116,1.359080553
1986,Iowa,33.09050369,23.65729141,11.52998257,8.749640465,4.630291939,1.808679342
1987,Iowa,31.00343132,21.00323296,8.84265995,6.252249718,2.860616446,0.931443989
1988,Iowa,33.83282089,23.27675056,10.69471073,7.855077744,3.836459637,1.320381641
1989,Iowa,35.02641296,22.24497795,10.19066811,7.153345585,3.693922997,1.331022739
1990,Iowa,34.21392059,22.30318642,10.0972538,7.283809185,3.652115345,1.288653851
1991,Iowa,34.62163162,22.637043,9.870445251,7.004433155,3.409492493,1.15834856
1992,Iowa,34.87106323,23.51619339,10.50158691,7.851052761,4.000590324,1.481492043
1993,Iowa,35.92460632,24.43881607,10.46405602,7.832125187,3.874651909,1.398798347
1994,Iowa,34.60701752,23.9185276,10.23252678,7.775133133,3.851078749,1.401049733
1995,Iowa,35.23470306,24.37590981,10.47624588,8.080884933,3.991085052,1.407534599
1996,Iowa,34.29735947,23.83291054,10.69683933,8.197981834,4.106684685,1.475376129
1997,Iowa,35.64471436,25.14258766,12.56951714,8.9080019,4.54284811,1.808987975
1998,Iowa,36.58227158,26.05953789,13.60736084,9.560658455,5.192131042,2.144726515
1999,Iowa,37.23402405,26.77060127,13.67358875,9.553019524,5.227202415,2.068775177
2000,Iowa,35.58063507,25.40779305,12.59195232,8.530900955,4.57605648,1.707829833
2001,Iowa,34.53141022,24.16806602,11.57092094,7.575237274,3.730847836,1.349952459
2002,Iowa,35.0473938,25.1280632,11.29637623,8.391836166,4.307407856,1.61500895
2003,Iowa,35.89840698,25.68564224,11.60253906,8.609215736,4.412509441,1.659611583
2004,Iowa,35.03341293,25.27444649,12.307024,9.359757423,5.048410416,1.982612967
2005,Iowa,35.67908859,25.72753143,12.9193964,9.874067307,5.319595814,2.040343285
2006,Iowa,38.23632431,27.30174637,14.40657043,11.18657494,6.212418079,2.486045361
2007,Iowa,38.1693573,26.70959473,14.50025463,11.33164692,6.40842104,2.666588545
2008,Iowa,37.28793716,25.47545433,13.11463547,10.05086708,5.524615288,2.268796682
2009,Iowa,36.5230484,24.51316261,11.66928577,8.689856529,4.559443951,1.826740742
2010,Iowa,37.46680832,25.30312538,12.09999561,8.703335762,4.704384804,1.964782119
2011,Iowa,36.73355103,24.9702034,11.76600075,8.618413925,4.561987877,1.748600245
2012,Iowa,39.9846611,28.38752365,14.55536366,11.72516632,6.330863953,2.620493889
2013,Iowa,36.7767601,25.2561779,11.70932865,8.91628933,4.478163242,1.691364288
1917,Kansas,29.29595947,20.40777588,9.487429619,7.016349316,3.495908499,1.078472853
1918,Kansas,29.82310104,21.99156952,8.973793983,6.099628448,2.578576803,0.672055244
1919,Kansas,30.67020416,22.05801964,9.242832184,6.494569778,2.901378393,0.899780929
1920,Kansas,30.80529022,21.44821167,9.322631836,6.524922371,2.746032238,0.656736374
1921,Kansas,34.12355042,23.35958672,9.424743652,6.40810442,2.583015442,0.575655937
1922,Kansas,34.68841934,24.12458992,10.05702209,6.990685463,2.987304688,0.734234095
1923,Kansas,34.18763733,22.92805481,9.170484543,6.232563972,2.767251968,0.722161949
1924,Kansas,35.30179214,25.19642067,11.02810764,7.861592293,3.482982874,0.912083745
1925,Kansas,36.80588531,29.01903343,14.48763084,10.66587067,5.175452232,1.696525812
1926,Kansas,37.43542862,28.48838234,15.14374924,10.93475723,5.004494667,1.49561727
1927,Kansas,36.29091644,28.40426254,14.30050945,10.34492493,4.591161728,1.299573898
1928,Kansas,37.90843201,30.11783981,16.09980011,11.63119793,5.372878075,1.750882268
1929,Kansas,35.40185928,26.98033905,13.83222675,9.850996017,4.364665985,1.406243086
1930,Kansas,32.93546677,23.67328644,12.20779228,8.64022541,3.740085363,1.046030521
1931,Kansas,32.93726349,22.05160522,11.50886822,8.038250923,3.550093651,1.139261842
1932,Kansas,35.43155289,25.37900162,12.83202839,8.755642891,3.958491564,1.365565062
1933,Kansas,35.16429138,25.69745255,12.75609779,8.667675018,3.633813858,0.935651422
1934,Kansas,37.67637634,28.47237396,14.03830814,9.820792198,4.093819141,0.989286661
1935,Kansas,34.7389183,26.05567551,12.7349205,8.814837456,3.667720556,0.888827264
1936,Kansas,38.49653244,30.79297638,14.94665527,10.61088943,4.679395199,1.167489529
1937,Kansas,35.55065918,27.54929924,13.25988197,9.46831131,4.195743561,1.084940791
1938,Kansas,35.22811508,27.19957924,12.44470596,8.821228027,3.850496531,1.107410312
1939,Kansas,39.11152267,30.2297287,13.35915279,9.192480087,3.872204065,1.004843831
1940,Kansas,44.43494415,30.84449196,13.27115917,9.383226395,4.058515072,1.056400299
1941,Kansas,44.40390396,30.68347931,14.09447002,10.09126854,4.423748016,1.363726258
1942,Kansas,35.54047394,24.75827217,11.73786163,8.447962761,3.823541164,1.239510536
1943,Kansas,32.31528854,22.39012909,10.53099918,7.534656048,3.395138264,0.960935712
1944,Kansas,31.63817406,21.46819115,9.607625961,6.745267868,2.911021709,0.84670049
1945,Kansas,33.90314484,23.6598568,10.61802197,7.409686089,3.143081427,0.859208584
1946,Kansas,38.36838531,27.5307579,11.86007977,8.227899551,3.317073822,0.859759212
1947,Kansas,36.50683975,25.36860275,11.35355949,7.907731533,3.345824003,1.123673558
1948,Kansas,37.83113098,25.98579025,12.3967762,8.592107773,3.488587141,0.90809536
1949,Kansas,35.17198563,23.46262932,10.91009712,7.630112171,3.059149504,0.823193312
1950,Kansas,34.92550278,23.05812263,11.38793755,7.983714104,3.340018749,0.769167185
1951,Kansas,32.72181702,21.93450165,10.71763039,7.345141888,3.092432976,1.002325058
1952,Kansas,28.39266777,18.77755165,9.067563057,6.217361927,2.615151882,0.838328063
1953,Kansas,29.12649918,19.09143066,8.666938782,5.98627758,2.397613525,0.809607923
1954,Kansas,29.21562576,19.49729156,9.190540314,6.472467899,2.872229099,0.845802605
1955,Kansas,29.60824966,19.96752739,9.239443779,6.484701157,2.832657576,0.798687041
1956,Kansas,28.79287338,19.68358231,9.001286507,6.511741161,2.699382067,0.800236464
1957,Kansas,31.38386154,21.20402718,9.042854309,6.559424877,2.618592501,0.784028411
1958,Kansas,31.09459496,20.8642025,8.50527668,6.148153305,2.538434029,0.70016098
1959,Kansas,31.74703407,21.51836586,8.692547798,6.38758564,2.658535719,0.679605186
1960,Kansas,32.26653671,21.53422546,8.899120331,6.151470661,2.490895033,0.658942163
1961,Kansas,33.16265488,22.03147316,9.288356781,6.672154427,2.843052864,0.946433365
1962,Kansas,33.38240051,21.99878693,8.908359528,6.237365246,2.590505362,0.72197473
1963,Kansas,33.65390778,22.27809906,9.001953125,6.123109818,2.556622744,0.689567029
1964,Kansas,34.73182678,22.41792107,9.715303421,6.139182091,2.631318092,0.795713127
1965,Kansas,35.0684433,22.51671219,9.75740242,6.156966686,2.668086052,0.885052264
1966,Kansas,33.77103043,21.96052551,9.380919456,6.011557579,2.64512372,0.925646782
1967,Kansas,34.49177933,23.4401474,9.68333149,6.220537663,2.64332509,0.937015891
1968,Kansas,34.54868698,23.83128548,10.89138222,7.372251511,3.481612921,1.719503164
1969,Kansas,32.68462372,22.25574303,9.652644157,6.506755352,2.930763483,1.387830973
1970,Kansas,32.61486435,20.86927032,8.651280403,5.696604729,2.218944311,0.859070778
1971,Kansas,33.74180603,22.29896736,8.82917881,6.154396534,2.333545923,0.785151482
1972,Kansas,32.83901215,22.01886368,8.773431778,6.195013046,2.606506109,0.86459738
1973,Kansas,32.90801239,22.06690598,8.72010231,5.835242271,2.489651918,0.782580853
1974,Kansas,33.57178116,22.65569687,8.991303444,6.131623268,2.59893465,0.798283219
1975,Kansas,34.3783226,23.19026756,9.04199791,6.182003021,2.574018955,0.833310008
1976,Kansas,33.60923386,22.29680634,8.686973572,5.885295391,2.28541851,0.639623642
1977,Kansas,33.67078781,22.67617989,9.310788155,6.38538599,2.725967884,0.978999496
1978,Kansas,33.52139282,22.47471619,8.996416092,6.018359184,2.37437439,0.747477293
1979,Kansas,34.13218307,22.65488434,9.815997124,6.993323326,3.357846022,1.229203105
1980,Kansas,34.70308304,23.21331024,10.16928959,7.377393723,3.670004606,1.56261766
1981,Kansas,34.82920837,22.95026398,9.897891998,7.030685425,3.301326513,1.123706818
1982,Kansas,33.27892685,22.38560104,10.14424038,7.474286556,3.90629673,1.614692569
1983,Kansas,35.23295975,23.87286186,11.01065922,8.168720245,4.305891037,1.716969967
1984,Kansas,34.68622971,23.6012001,10.78266621,8.000531197,4.248165131,1.741701365
1985,Kansas,35.14734268,24.36680412,11.55925751,8.698113441,4.699829102,1.914172769
1986,Kansas,35.90069199,25.58314896,12.89362049,9.92672348,5.432271004,2.226185799
1987,Kansas,34.36955261,23.21383476,10.40264225,7.55559063,3.679524899,1.309966683
1988,Kansas,37.35168457,26.29598808,13.16478729,10.03344154,5.339588165,2.077824593
1989,Kansas,37.87498474,25.91966248,12.88573456,9.920373917,5.383317947,2.209240675
1990,Kansas,36.20653915,25.06900215,11.92993355,9.072605133,4.650430679,1.765669703
1991,Kansas,36.3860817,25.2752285,11.57808208,8.646181107,4.308866024,1.579183817
1992,Kansas,36.91020966,25.93232536,12.31682205,9.354301453,4.815372944,1.843339086
1993,Kansas,36.51104355,25.50721359,11.84600258,9.002858162,4.638342381,1.793159723
1994,Kansas,35.87047958,24.93162155,11.40315247,8.565919876,4.305665493,1.599764109
1995,Kansas,38.22123337,26.86796761,12.66955376,9.61928463,4.917291641,1.821731567
1996,Kansas,37.81847763,26.67733002,13.06793976,9.76503849,5.055967331,1.904320002
1997,Kansas,39.17133713,28.28098106,14.40443325,10.57831383,5.770231724,2.432871819
1998,Kansas,39.23210144,28.47932625,14.77261353,10.9148922,6.166129589,2.475401163
1999,Kansas,39.73733902,28.99079895,15.16849804,11.24734402,6.558765411,2.647878885
2000,Kansas,39.0610199,28.51630974,14.80104637,10.94200611,6.341311455,2.497031689
2001,Kansas,37.24341965,26.3761692,12.77186203,8.956869125,4.582488537,1.622187972
2002,Kansas,38.61014557,27.62327957,13.25082493,9.943557739,5.224842072,2.025748253
2003,Kansas,38.53525543,27.74977303,13.72068024,10.43774986,5.668313026,2.31590271
2004,Kansas,39.0147934,28.28288078,14.51114655,11.1363039,6.134106159,2.482461452
2005,Kansas,40.13876343,29.55270576,16.08764648,12.61476326,7.212921143,3.012438059
2006,Kansas,42.3293457,30.86555862,17.44399834,13.85537148,8.109970093,3.498975039
2007,Kansas,42.65436172,31.34428406,17.9804821,14.36647224,8.554044724,3.831521988
2008,Kansas,40.56837845,29.48423576,16.26105118,12.84408665,7.572442532,3.43772459
2009,Kansas,40.56309128,28.57274055,14.6522646,11.26473522,6.364643097,2.834919453
2010,Kansas,42.72958374,30.75813484,16.40237045,12.83219147,7.788534641,3.866010189
2011,Kansas,41.93281174,30.22507668,15.90317726,12.60544205,7.364106178,3.458959341
2012,Kansas,44.01029587,32.72443008,18.28949547,14.8073597,8.893681526,4.182891369
2013,Kansas,41.35102081,30.13137817,15.89420891,12.66723824,7.337742329,3.439436197
1917,Kentucky,33.10196686,23.88180733,15.2688036,11.55767822,5.943439007,1.844082355
1918,Kentucky,34.26007462,28.73181343,14.81518841,10.8166151,5.202331066,1.477425337
